County,State,FIPS.County.Code,X2006.Prescribing.Rate,Year,County.1,State.1,FIPS.County.Code.1,X2007.Prescribing.Rate,Year.1,County.2,State.2,FIPS.County.Code.2,X2008.Prescribing.Rate,Year.2,County.3,State.3,FIPS.County.Code.3,X2009.Prescribing.Rate,Year.3,County.4,State.4,FIPS.County.Code.4,X2010.Prescribing.Rate,Year.4,County.5,State.5,FIPS.County.Code.5,X2011.Prescribing.Rate,Year.5,County.6,State.6,FIPS.County.Code.6,X2012.Prescribing.Rate,Year.6,County.7,State.7,FIPS.County.Code.7,X2013.Prescribing.Rate,Year.7,County.8,State.8,FIPS.County.Code.8,X2014.Prescribing.Rate,Year.8,County.9,State.9,FIPS.County.Code.9,X2015.Prescribing.Rate,Year.9,County.10,State.10,FIPS.County.Code.10,X2016.Prescribing.Rate,Year.10,County.11,State.11,State.County.FIPS.Code,X2017,Year.11
"Jefferson, CO",CO,8059,72.2,X2006.Prescribing.Rate,"Jefferson, CO",CO,8059,77.8,X2007.Prescribing.Rate,"Jefferson, CO",CO,8059,79.7,X2008.Prescribing.Rate,"Jefferson, CO",CO,8059,81,X2009.Prescribing.Rate,"Jefferson, CO",CO,8059,83.3,X2010.Prescribing.Rate,"Jefferson, CO",CO,8059,85.1,X2011.Prescribing.Rate,"Jefferson, CO",CO,8059,86.4,X2012.Prescribing.Rate,"Jefferson, CO",CO,8059,85.2,X2013.Prescribing.Rate,"Jefferson, CO",CO,8059,81.4,X2014.Prescribing.Rate,"Jefferson, CO",CO,8059,76.3,X2015.Prescribing.Rate,"Jefferson, CO",CO,8059,70.4,X2016.Prescribing.Rate,SEDGWICK,CO,8115,0.5,2017
"Kiowa, CO",CO,8061,77,X2006.Prescribing.Rate,"Kiowa, CO",CO,8061,98,X2007.Prescribing.Rate,"Kiowa, CO",CO,8061,105.6,X2008.Prescribing.Rate,"Kiowa, CO",CO,8061,121.2,X2009.Prescribing.Rate,"Kiowa, CO",CO,8061,122.1,X2010.Prescribing.Rate,"Kiowa, CO",CO,8061,117.6,X2011.Prescribing.Rate,"Kiowa, CO",CO,8061,114.4,X2012.Prescribing.Rate,"Kiowa, CO",CO,8061,133.4,X2013.Prescribing.Rate,"Kiowa, CO",CO,8061,148.3,X2014.Prescribing.Rate,"Kiowa, CO",CO,8061,131.5,X2015.Prescribing.Rate,"Kiowa, CO",CO,8061,112.7,X2016.Prescribing.Rate,SUMMIT,CO,8117,52.7,2017
"Kit Carson, CO",CO,8063,,X2006.Prescribing.Rate,"Kit Carson, CO",CO,8063,,X2007.Prescribing.Rate,"Kit Carson, CO",CO,8063,,X2008.Prescribing.Rate,"Kit Carson, CO",CO,8063,,X2009.Prescribing.Rate,"Kit Carson, CO",CO,8063,,X2010.Prescribing.Rate,"Kit Carson, CO",CO,8063,,X2011.Prescribing.Rate,"Kit Carson, CO",CO,8063,,X2012.Prescribing.Rate,"Kit Carson, CO",CO,8063,,X2013.Prescribing.Rate,"Kit Carson, CO",CO,8063,26.7,X2014.Prescribing.Rate,"Kit Carson, CO",CO,8063,42.6,X2015.Prescribing.Rate,"Kit Carson, CO",CO,8063,41,X2016.Prescribing.Rate,TELLER,CO,8119,90.7,2017
"La Plata, CO",CO,8067,80.2,X2006.Prescribing.Rate,"La Plata, CO",CO,8067,76.3,X2007.Prescribing.Rate,"La Plata, CO",CO,8067,76.1,X2008.Prescribing.Rate,"La Plata, CO",CO,8067,80,X2009.Prescribing.Rate,"La Plata, CO",CO,8067,82,X2010.Prescribing.Rate,"La Plata, CO",CO,8067,81.9,X2011.Prescribing.Rate,"La Plata, CO",CO,8067,79.7,X2012.Prescribing.Rate,"La Plata, CO",CO,8067,70.7,X2013.Prescribing.Rate,"La Plata, CO",CO,8067,69,X2014.Prescribing.Rate,"La Plata, CO",CO,8067,63.6,X2015.Prescribing.Rate,"La Plata, CO",CO,8067,58,X2016.Prescribing.Rate,WELD,CO,8123,49.9,2017
"Lake, CO",CO,8065,72.6,X2006.Prescribing.Rate,"Lake, CO",CO,8065,70.6,X2007.Prescribing.Rate,"Lake, CO",CO,8065,73.2,X2008.Prescribing.Rate,"Lake, CO",CO,8065,64.6,X2009.Prescribing.Rate,"Lake, CO",CO,8065,86.4,X2010.Prescribing.Rate,"Lake, CO",CO,8065,93.1,X2011.Prescribing.Rate,"Lake, CO",CO,8065,86.4,X2012.Prescribing.Rate,"Lake, CO",CO,8065,78.6,X2013.Prescribing.Rate,"Lake, CO",CO,8065,68.6,X2014.Prescribing.Rate,"Lake, CO",CO,8065,53.5,X2015.Prescribing.Rate,"Lake, CO",CO,8065,49.7,X2016.Prescribing.Rate,YUMA,CO,8125,60.7,2017
"Larimer, CO",CO,8069,65.4,X2006.Prescribing.Rate,"Larimer, CO",CO,8069,68.8,X2007.Prescribing.Rate,"Larimer, CO",CO,8069,73.1,X2008.Prescribing.Rate,"Larimer, CO",CO,8069,77.2,X2009.Prescribing.Rate,"Larimer, CO",CO,8069,80.4,X2010.Prescribing.Rate,"Larimer, CO",CO,8069,83.4,X2011.Prescribing.Rate,"Larimer, CO",CO,8069,84.2,X2012.Prescribing.Rate,"Larimer, CO",CO,8069,80.6,X2013.Prescribing.Rate,"Larimer, CO",CO,8069,78.5,X2014.Prescribing.Rate,"Larimer, CO",CO,8069,70,X2015.Prescribing.Rate,"Larimer, CO",CO,8069,62.2,X2016.Prescribing.Rate,FAIRFIELD,CT,9001,37.2,2017
"Las Animas, CO",CO,8071,117.3,X2006.Prescribing.Rate,"Las Animas, CO",CO,8071,122.5,X2007.Prescribing.Rate,"Las Animas, CO",CO,8071,133.7,X2008.Prescribing.Rate,"Las Animas, CO",CO,8071,143.6,X2009.Prescribing.Rate,"Las Animas, CO",CO,8071,161.5,X2010.Prescribing.Rate,"Las Animas, CO",CO,8071,165.3,X2011.Prescribing.Rate,"Las Animas, CO",CO,8071,121.4,X2012.Prescribing.Rate,"Las Animas, CO",CO,8071,143,X2013.Prescribing.Rate,"Las Animas, CO",CO,8071,150,X2014.Prescribing.Rate,"Las Animas, CO",CO,8071,135.6,X2015.Prescribing.Rate,"Las Animas, CO",CO,8071,126,X2016.Prescribing.Rate,HARTFORD,CT,9003,48.9,2017
"Lincoln, CO",CO,8073,,X2006.Prescribing.Rate,"Lincoln, CO",CO,8073,,X2007.Prescribing.Rate,"Lincoln, CO",CO,8073,,X2008.Prescribing.Rate,"Lincoln, CO",CO,8073,,X2009.Prescribing.Rate,"Lincoln, CO",CO,8073,,X2010.Prescribing.Rate,"Lincoln, CO",CO,8073,,X2011.Prescribing.Rate,"Lincoln, CO",CO,8073,,X2012.Prescribing.Rate,"Lincoln, CO",CO,8073,,X2013.Prescribing.Rate,"Lincoln, CO",CO,8073,1.3,X2014.Prescribing.Rate,"Lincoln, CO",CO,8073,1.2,X2015.Prescribing.Rate,"Lincoln, CO",CO,8073,29,X2016.Prescribing.Rate,LITCHFIELD,CT,9005,52,2017
"Logan, CO",CO,8075,61.4,X2006.Prescribing.Rate,"Logan, CO",CO,8075,86,X2007.Prescribing.Rate,"Logan, CO",CO,8075,80,X2008.Prescribing.Rate,"Logan, CO",CO,8075,74.3,X2009.Prescribing.Rate,"Logan, CO",CO,8075,87.2,X2010.Prescribing.Rate,"Logan, CO",CO,8075,101.6,X2011.Prescribing.Rate,"Logan, CO",CO,8075,101.1,X2012.Prescribing.Rate,"Logan, CO",CO,8075,112.2,X2013.Prescribing.Rate,"Logan, CO",CO,8075,102.6,X2014.Prescribing.Rate,"Logan, CO",CO,8075,90.9,X2015.Prescribing.Rate,"Logan, CO",CO,8075,81.6,X2016.Prescribing.Rate,MIDDLESEX,CT,9007,54.5,2017
"Mesa, CO",CO,8077,93.1,X2006.Prescribing.Rate,"Mesa, CO",CO,8077,98.2,X2007.Prescribing.Rate,"Mesa, CO",CO,8077,96.8,X2008.Prescribing.Rate,"Mesa, CO",CO,8077,99.1,X2009.Prescribing.Rate,"Mesa, CO",CO,8077,96,X2010.Prescribing.Rate,"Mesa, CO",CO,8077,92.4,X2011.Prescribing.Rate,"Mesa, CO",CO,8077,91.7,X2012.Prescribing.Rate,"Mesa, CO",CO,8077,87,X2013.Prescribing.Rate,"Mesa, CO",CO,8077,87.9,X2014.Prescribing.Rate,"Mesa, CO",CO,8077,86.2,X2015.Prescribing.Rate,"Mesa, CO",CO,8077,78.6,X2016.Prescribing.Rate,NEW HAVEN,CT,9009,54.2,2017
"Mineral, CO",CO,8079,,X2006.Prescribing.Rate,"Mineral, CO",CO,8079,,X2007.Prescribing.Rate,"Mineral, CO",CO,8079,,X2008.Prescribing.Rate,"Mineral, CO",CO,8079,,X2009.Prescribing.Rate,"Mineral, CO",CO,8079,,X2010.Prescribing.Rate,"Mineral, CO",CO,8079,,X2011.Prescribing.Rate,"Mineral, CO",CO,8079,,X2012.Prescribing.Rate,"Mineral, CO",CO,8079,,X2013.Prescribing.Rate,"Mineral, CO",CO,8079,,X2014.Prescribing.Rate,"Mineral, CO",CO,8079,,X2015.Prescribing.Rate,"Mineral, CO",CO,8079,,X2016.Prescribing.Rate,NEW LONDON,CT,9011,55,2017
"Moffat, CO",CO,8081,95.9,X2006.Prescribing.Rate,"Moffat, CO",CO,8081,99.5,X2007.Prescribing.Rate,"Moffat, CO",CO,8081,90,X2008.Prescribing.Rate,"Moffat, CO",CO,8081,153,X2009.Prescribing.Rate,"Moffat, CO",CO,8081,182.1,X2010.Prescribing.Rate,"Moffat, CO",CO,8081,202.7,X2011.Prescribing.Rate,"Moffat, CO",CO,8081,186.7,X2012.Prescribing.Rate,"Moffat, CO",CO,8081,164.1,X2013.Prescribing.Rate,"Moffat, CO",CO,8081,129.5,X2014.Prescribing.Rate,"Moffat, CO",CO,8081,109.8,X2015.Prescribing.Rate,"Moffat, CO",CO,8081,108,X2016.Prescribing.Rate,TOLLAND,CT,9013,41.3,2017
"Montezuma, CO",CO,8083,77.6,X2006.Prescribing.Rate,"Montezuma, CO",CO,8083,88.3,X2007.Prescribing.Rate,"Montezuma, CO",CO,8083,90.8,X2008.Prescribing.Rate,"Montezuma, CO",CO,8083,92.2,X2009.Prescribing.Rate,"Montezuma, CO",CO,8083,94.8,X2010.Prescribing.Rate,"Montezuma, CO",CO,8083,96.8,X2011.Prescribing.Rate,"Montezuma, CO",CO,8083,97.4,X2012.Prescribing.Rate,"Montezuma, CO",CO,8083,96.5,X2013.Prescribing.Rate,"Montezuma, CO",CO,8083,105.2,X2014.Prescribing.Rate,"Montezuma, CO",CO,8083,99.5,X2015.Prescribing.Rate,"Montezuma, CO",CO,8083,90.8,X2016.Prescribing.Rate,WINDHAM,CT,9015,61,2017
"Montrose, CO",CO,8085,85.9,X2006.Prescribing.Rate,"Montrose, CO",CO,8085,91.8,X2007.Prescribing.Rate,"Montrose, CO",CO,8085,100.5,X2008.Prescribing.Rate,"Montrose, CO",CO,8085,105.2,X2009.Prescribing.Rate,"Montrose, CO",CO,8085,106.2,X2010.Prescribing.Rate,"Montrose, CO",CO,8085,113.2,X2011.Prescribing.Rate,"Montrose, CO",CO,8085,107.6,X2012.Prescribing.Rate,"Montrose, CO",CO,8085,96.9,X2013.Prescribing.Rate,"Montrose, CO",CO,8085,93.8,X2014.Prescribing.Rate,"Montrose, CO",CO,8085,88.9,X2015.Prescribing.Rate,"Montrose, CO",CO,8085,80.7,X2016.Prescribing.Rate,DISTRICT OF COLUMBIA,DC,11001,28.5,2017
"Morgan, CO",CO,8087,70.8,X2006.Prescribing.Rate,"Morgan, CO",CO,8087,75.7,X2007.Prescribing.Rate,"Morgan, CO",CO,8087,75.5,X2008.Prescribing.Rate,"Morgan, CO",CO,8087,85.7,X2009.Prescribing.Rate,"Morgan, CO",CO,8087,90.7,X2010.Prescribing.Rate,"Morgan, CO",CO,8087,93.3,X2011.Prescribing.Rate,"Morgan, CO",CO,8087,96.7,X2012.Prescribing.Rate,"Morgan, CO",CO,8087,96.7,X2013.Prescribing.Rate,"Morgan, CO",CO,8087,97.1,X2014.Prescribing.Rate,"Morgan, CO",CO,8087,74.4,X2015.Prescribing.Rate,"Morgan, CO",CO,8087,65.4,X2016.Prescribing.Rate,KENT,DE,10001,64,2017
"Otero, CO",CO,8089,105.9,X2006.Prescribing.Rate,"Otero, CO",CO,8089,111.9,X2007.Prescribing.Rate,"Otero, CO",CO,8089,111.1,X2008.Prescribing.Rate,"Otero, CO",CO,8089,111.8,X2009.Prescribing.Rate,"Otero, CO",CO,8089,113.8,X2010.Prescribing.Rate,"Otero, CO",CO,8089,119.7,X2011.Prescribing.Rate,"Otero, CO",CO,8089,137,X2012.Prescribing.Rate,"Otero, CO",CO,8089,127.2,X2013.Prescribing.Rate,"Otero, CO",CO,8089,117.6,X2014.Prescribing.Rate,"Otero, CO",CO,8089,111.4,X2015.Prescribing.Rate,"Otero, CO",CO,8089,107.7,X2016.Prescribing.Rate,NEW CASTLE,DE,10003,65,2017
"Ouray, CO",CO,8091,49.8,X2006.Prescribing.Rate,"Ouray, CO",CO,8091,38.9,X2007.Prescribing.Rate,"Ouray, CO",CO,8091,35.4,X2008.Prescribing.Rate,"Ouray, CO",CO,8091,34.2,X2009.Prescribing.Rate,"Ouray, CO",CO,8091,36,X2010.Prescribing.Rate,"Ouray, CO",CO,8091,44.9,X2011.Prescribing.Rate,"Ouray, CO",CO,8091,46.4,X2012.Prescribing.Rate,"Ouray, CO",CO,8091,47.3,X2013.Prescribing.Rate,"Ouray, CO",CO,8091,45.4,X2014.Prescribing.Rate,"Ouray, CO",CO,8091,39.9,X2015.Prescribing.Rate,"Ouray, CO",CO,8091,34.4,X2016.Prescribing.Rate,SUSSEX,DE,10005,80.1,2017
"Park, CO",CO,8093,14.5,X2006.Prescribing.Rate,"Park, CO",CO,8093,14.3,X2007.Prescribing.Rate,"Park, CO",CO,8093,15.4,X2008.Prescribing.Rate,"Park, CO",CO,8093,15.8,X2009.Prescribing.Rate,"Park, CO",CO,8093,13.8,X2010.Prescribing.Rate,"Park, CO",CO,8093,13.1,X2011.Prescribing.Rate,"Park, CO",CO,8093,11.7,X2012.Prescribing.Rate,"Park, CO",CO,8093,8.9,X2013.Prescribing.Rate,"Park, CO",CO,8093,5.3,X2014.Prescribing.Rate,"Park, CO",CO,8093,0,X2015.Prescribing.Rate,"Park, CO",CO,8093,,X2016.Prescribing.Rate,ALACHUA,FL,12001,65,2017
"Phillips, CO",CO,8095,38,X2006.Prescribing.Rate,"Phillips, CO",CO,8095,34.8,X2007.Prescribing.Rate,"Phillips, CO",CO,8095,24.3,X2008.Prescribing.Rate,"Phillips, CO",CO,8095,22,X2009.Prescribing.Rate,"Phillips, CO",CO,8095,17.5,X2010.Prescribing.Rate,"Phillips, CO",CO,8095,28.4,X2011.Prescribing.Rate,"Phillips, CO",CO,8095,33.8,X2012.Prescribing.Rate,"Phillips, CO",CO,8095,30.6,X2013.Prescribing.Rate,"Phillips, CO",CO,8095,43.6,X2014.Prescribing.Rate,"Phillips, CO",CO,8095,33.2,X2015.Prescribing.Rate,"Phillips, CO",CO,8095,0.1,X2016.Prescribing.Rate,BAKER,FL,12003,105.4,2017
"Pitkin, CO",CO,8097,23.5,X2006.Prescribing.Rate,"Pitkin, CO",CO,8097,31.6,X2007.Prescribing.Rate,"Pitkin, CO",CO,8097,26.9,X2008.Prescribing.Rate,"Pitkin, CO",CO,8097,22.6,X2009.Prescribing.Rate,"Pitkin, CO",CO,8097,,X2010.Prescribing.Rate,"Pitkin, CO",CO,8097,6.6,X2011.Prescribing.Rate,"Pitkin, CO",CO,8097,17.4,X2012.Prescribing.Rate,"Pitkin, CO",CO,8097,33.9,X2013.Prescribing.Rate,"Pitkin, CO",CO,8097,34.6,X2014.Prescribing.Rate,"Pitkin, CO",CO,8097,28.4,X2015.Prescribing.Rate,"Pitkin, CO",CO,8097,26.1,X2016.Prescribing.Rate,BAY,FL,12005,113.2,2017
"Prowers, CO",CO,8099,78.6,X2006.Prescribing.Rate,"Prowers, CO",CO,8099,87,X2007.Prescribing.Rate,"Prowers, CO",CO,8099,87.5,X2008.Prescribing.Rate,"Prowers, CO",CO,8099,90.2,X2009.Prescribing.Rate,"Prowers, CO",CO,8099,93.8,X2010.Prescribing.Rate,"Prowers, CO",CO,8099,98.8,X2011.Prescribing.Rate,"Prowers, CO",CO,8099,99.4,X2012.Prescribing.Rate,"Prowers, CO",CO,8099,98,X2013.Prescribing.Rate,"Prowers, CO",CO,8099,94.5,X2014.Prescribing.Rate,"Prowers, CO",CO,8099,88.4,X2015.Prescribing.Rate,"Prowers, CO",CO,8099,79.3,X2016.Prescribing.Rate,BRADFORD,FL,12007,85,2017
"Pueblo, CO",CO,8101,102.4,X2006.Prescribing.Rate,"Pueblo, CO",CO,8101,110.6,X2007.Prescribing.Rate,"Pueblo, CO",CO,8101,114.4,X2008.Prescribing.Rate,"Pueblo, CO",CO,8101,120.5,X2009.Prescribing.Rate,"Pueblo, CO",CO,8101,125.3,X2010.Prescribing.Rate,"Pueblo, CO",CO,8101,131.2,X2011.Prescribing.Rate,"Pueblo, CO",CO,8101,141.7,X2012.Prescribing.Rate,"Pueblo, CO",CO,8101,130,X2013.Prescribing.Rate,"Pueblo, CO",CO,8101,125,X2014.Prescribing.Rate,"Pueblo, CO",CO,8101,116.5,X2015.Prescribing.Rate,"Pueblo, CO",CO,8101,107.9,X2016.Prescribing.Rate,BREVARD,FL,12009,83.7,2017
"Rio Blanco, CO",CO,8103,,X2006.Prescribing.Rate,"Rio Blanco, CO",CO,8103,,X2007.Prescribing.Rate,"Rio Blanco, CO",CO,8103,,X2008.Prescribing.Rate,"Rio Blanco, CO",CO,8103,,X2009.Prescribing.Rate,"Rio Blanco, CO",CO,8103,15.3,X2010.Prescribing.Rate,"Rio Blanco, CO",CO,8103,36.7,X2011.Prescribing.Rate,"Rio Blanco, CO",CO,8103,40.2,X2012.Prescribing.Rate,"Rio Blanco, CO",CO,8103,37.7,X2013.Prescribing.Rate,"Rio Blanco, CO",CO,8103,30.2,X2014.Prescribing.Rate,"Rio Blanco, CO",CO,8103,29.2,X2015.Prescribing.Rate,"Rio Blanco, CO",CO,8103,26,X2016.Prescribing.Rate,BROWARD,FL,12011,45.6,2017
"Rio Grande, CO",CO,8105,50.1,X2006.Prescribing.Rate,"Rio Grande, CO",CO,8105,41.9,X2007.Prescribing.Rate,"Rio Grande, CO",CO,8105,45.9,X2008.Prescribing.Rate,"Rio Grande, CO",CO,8105,54.6,X2009.Prescribing.Rate,"Rio Grande, CO",CO,8105,47.9,X2010.Prescribing.Rate,"Rio Grande, CO",CO,8105,48.5,X2011.Prescribing.Rate,"Rio Grande, CO",CO,8105,59.3,X2012.Prescribing.Rate,"Rio Grande, CO",CO,8105,88.7,X2013.Prescribing.Rate,"Rio Grande, CO",CO,8105,93.3,X2014.Prescribing.Rate,"Rio Grande, CO",CO,8105,91.7,X2015.Prescribing.Rate,"Rio Grande, CO",CO,8105,79.9,X2016.Prescribing.Rate,CALHOUN,FL,12013,68.4,2017
"Routt, CO",CO,8107,86.2,X2006.Prescribing.Rate,"Routt, CO",CO,8107,82.9,X2007.Prescribing.Rate,"Routt, CO",CO,8107,76.4,X2008.Prescribing.Rate,"Routt, CO",CO,8107,88.7,X2009.Prescribing.Rate,"Routt, CO",CO,8107,78.6,X2010.Prescribing.Rate,"Routt, CO",CO,8107,80.7,X2011.Prescribing.Rate,"Routt, CO",CO,8107,81.5,X2012.Prescribing.Rate,"Routt, CO",CO,8107,82.8,X2013.Prescribing.Rate,"Routt, CO",CO,8107,76.9,X2014.Prescribing.Rate,"Routt, CO",CO,8107,69.3,X2015.Prescribing.Rate,"Routt, CO",CO,8107,62,X2016.Prescribing.Rate,CHARLOTTE,FL,12015,74.2,2017
"Saguache, CO",CO,8109,,X2006.Prescribing.Rate,"Saguache, CO",CO,8109,,X2007.Prescribing.Rate,"Saguache, CO",CO,8109,,X2008.Prescribing.Rate,"Saguache, CO",CO,8109,,X2009.Prescribing.Rate,"Saguache, CO",CO,8109,,X2010.Prescribing.Rate,"Saguache, CO",CO,8109,,X2011.Prescribing.Rate,"Saguache, CO",CO,8109,,X2012.Prescribing.Rate,"Saguache, CO",CO,8109,,X2013.Prescribing.Rate,"Saguache, CO",CO,8109,,X2014.Prescribing.Rate,"Saguache, CO",CO,8109,,X2015.Prescribing.Rate,"Saguache, CO",CO,8109,,X2016.Prescribing.Rate,CITRUS,FL,12017,102.4,2017
"San Juan, CO",CO,8111,,X2006.Prescribing.Rate,"San Juan, CO",CO,8111,,X2007.Prescribing.Rate,"San Juan, CO",CO,8111,,X2008.Prescribing.Rate,"San Juan, CO",CO,8111,,X2009.Prescribing.Rate,"San Juan, CO",CO,8111,,X2010.Prescribing.Rate,"San Juan, CO",CO,8111,,X2011.Prescribing.Rate,"San Juan, CO",CO,8111,,X2012.Prescribing.Rate,"San Juan, CO",CO,8111,,X2013.Prescribing.Rate,"San Juan, CO",CO,8111,,X2014.Prescribing.Rate,"San Juan, CO",CO,8111,,X2015.Prescribing.Rate,"San Juan, CO",CO,8111,,X2016.Prescribing.Rate,CLAY,FL,12019,79.9,2017
"San Miguel, CO",CO,8113,42.9,X2006.Prescribing.Rate,"San Miguel, CO",CO,8113,46.8,X2007.Prescribing.Rate,"San Miguel, CO",CO,8113,46.2,X2008.Prescribing.Rate,"San Miguel, CO",CO,8113,46.4,X2009.Prescribing.Rate,"San Miguel, CO",CO,8113,45.6,X2010.Prescribing.Rate,"San Miguel, CO",CO,8113,38.9,X2011.Prescribing.Rate,"San Miguel, CO",CO,8113,43.7,X2012.Prescribing.Rate,"San Miguel, CO",CO,8113,40.4,X2013.Prescribing.Rate,"San Miguel, CO",CO,8113,39.3,X2014.Prescribing.Rate,"San Miguel, CO",CO,8113,41.6,X2015.Prescribing.Rate,"San Miguel, CO",CO,8113,35.9,X2016.Prescribing.Rate,COLLIER,FL,12021,51.3,2017
"Sedgwick, CO",CO,8115,81,X2006.Prescribing.Rate,"Sedgwick, CO",CO,8115,81.8,X2007.Prescribing.Rate,"Sedgwick, CO",CO,8115,96.3,X2008.Prescribing.Rate,"Sedgwick, CO",CO,8115,90.3,X2009.Prescribing.Rate,"Sedgwick, CO",CO,8115,26.6,X2010.Prescribing.Rate,"Sedgwick, CO",CO,8115,146.1,X2011.Prescribing.Rate,"Sedgwick, CO",CO,8115,79.4,X2012.Prescribing.Rate,"Sedgwick, CO",CO,8115,,X2013.Prescribing.Rate,"Sedgwick, CO",CO,8115,3.5,X2014.Prescribing.Rate,"Sedgwick, CO",CO,8115,3.5,X2015.Prescribing.Rate,"Sedgwick, CO",CO,8115,1.3,X2016.Prescribing.Rate,COLUMBIA,FL,12023,110.5,2017
"Summit, CO",CO,8117,75.6,X2006.Prescribing.Rate,"Summit, CO",CO,8117,83.6,X2007.Prescribing.Rate,"Summit, CO",CO,8117,84.6,X2008.Prescribing.Rate,"Summit, CO",CO,8117,86.1,X2009.Prescribing.Rate,"Summit, CO",CO,8117,93,X2010.Prescribing.Rate,"Summit, CO",CO,8117,90.6,X2011.Prescribing.Rate,"Summit, CO",CO,8117,82,X2012.Prescribing.Rate,"Summit, CO",CO,8117,76.9,X2013.Prescribing.Rate,"Summit, CO",CO,8117,73.1,X2014.Prescribing.Rate,"Summit, CO",CO,8117,66.1,X2015.Prescribing.Rate,"Summit, CO",CO,8117,59.9,X2016.Prescribing.Rate,DE SOTO,FL,12027,56.5,2017
"Teller, CO",CO,8119,76.5,X2006.Prescribing.Rate,"Teller, CO",CO,8119,84.1,X2007.Prescribing.Rate,"Teller, CO",CO,8119,121.7,X2008.Prescribing.Rate,"Teller, CO",CO,8119,127.1,X2009.Prescribing.Rate,"Teller, CO",CO,8119,137.1,X2010.Prescribing.Rate,"Teller, CO",CO,8119,142.6,X2011.Prescribing.Rate,"Teller, CO",CO,8119,122.2,X2012.Prescribing.Rate,"Teller, CO",CO,8119,121.3,X2013.Prescribing.Rate,"Teller, CO",CO,8119,121.5,X2014.Prescribing.Rate,"Teller, CO",CO,8119,115.6,X2015.Prescribing.Rate,"Teller, CO",CO,8119,107.7,X2016.Prescribing.Rate,DIXIE,FL,12029,42.2,2017
"Washington, CO",CO,8121,41.4,X2006.Prescribing.Rate,"Washington, CO",CO,8121,37.5,X2007.Prescribing.Rate,"Washington, CO",CO,8121,37.5,X2008.Prescribing.Rate,"Washington, CO",CO,8121,,X2009.Prescribing.Rate,"Washington, CO",CO,8121,,X2010.Prescribing.Rate,"Washington, CO",CO,8121,,X2011.Prescribing.Rate,"Washington, CO",CO,8121,,X2012.Prescribing.Rate,"Washington, CO",CO,8121,,X2013.Prescribing.Rate,"Washington, CO",CO,8121,,X2014.Prescribing.Rate,"Washington, CO",CO,8121,,X2015.Prescribing.Rate,"Washington, CO",CO,8121,,X2016.Prescribing.Rate,DUVAL,FL,12031,82.5,2017
"Weld, CO",CO,8123,56.5,X2006.Prescribing.Rate,"Weld, CO",CO,8123,60.8,X2007.Prescribing.Rate,"Weld, CO",CO,8123,61.3,X2008.Prescribing.Rate,"Weld, CO",CO,8123,62.6,X2009.Prescribing.Rate,"Weld, CO",CO,8123,65.3,X2010.Prescribing.Rate,"Weld, CO",CO,8123,69.9,X2011.Prescribing.Rate,"Weld, CO",CO,8123,75.6,X2012.Prescribing.Rate,"Weld, CO",CO,8123,72.9,X2013.Prescribing.Rate,"Weld, CO",CO,8123,69.8,X2014.Prescribing.Rate,"Weld, CO",CO,8123,63,X2015.Prescribing.Rate,"Weld, CO",CO,8123,58,X2016.Prescribing.Rate,ESCAMBIA,FL,12033,101.2,2017
"Yuma, CO",CO,8125,64.3,X2006.Prescribing.Rate,"Yuma, CO",CO,8125,73.2,X2007.Prescribing.Rate,"Yuma, CO",CO,8125,77,X2008.Prescribing.Rate,"Yuma, CO",CO,8125,77.8,X2009.Prescribing.Rate,"Yuma, CO",CO,8125,78.8,X2010.Prescribing.Rate,"Yuma, CO",CO,8125,75.1,X2011.Prescribing.Rate,"Yuma, CO",CO,8125,84.4,X2012.Prescribing.Rate,"Yuma, CO",CO,8125,87.5,X2013.Prescribing.Rate,"Yuma, CO",CO,8125,80.6,X2014.Prescribing.Rate,"Yuma, CO",CO,8125,77.7,X2015.Prescribing.Rate,"Yuma, CO",CO,8125,71.1,X2016.Prescribing.Rate,FLAGLER,FL,12035,74.1,2017
"Fairfield, CT",CT,9001,50.4,X2006.Prescribing.Rate,"Fairfield, CT",CT,9001,52.3,X2007.Prescribing.Rate,"Fairfield, CT",CT,9001,54.1,X2008.Prescribing.Rate,"Fairfield, CT",CT,9001,53.9,X2009.Prescribing.Rate,"Fairfield, CT",CT,9001,54,X2010.Prescribing.Rate,"Fairfield, CT",CT,9001,55,X2011.Prescribing.Rate,"Fairfield, CT",CT,9001,54.5,X2012.Prescribing.Rate,"Fairfield, CT",CT,9001,52.4,X2013.Prescribing.Rate,"Fairfield, CT",CT,9001,50.7,X2014.Prescribing.Rate,"Fairfield, CT",CT,9001,48.2,X2015.Prescribing.Rate,"Fairfield, CT",CT,9001,43.4,X2016.Prescribing.Rate,FRANKLIN,FL,12037,67.4,2017
